dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1672531200,2023-01-01 00:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,64.15,10000,62.38,64.69,61.97,66,1017,,,94,0,0,,,,,,0,701,Mist,mist,50n
1672534800,2023-01-01 01:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.97,10000,62.2,64.49,61.41,66,1018,,,94,1.01,145,,,,,,40,802,Clouds,scattered clouds,03n
1672538400,2023-01-01 02:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.45,2615,61.68,63.91,60.96,64.99,1018,,,94,1.99,131,,,,,,100,701,Mist,mist,50n
1672542000,2023-01-01 03:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,62.42,4023,61.27,62.87,60.85,64.99,1018,,,96,0,0,0,,,,,20,701,Mist,mist,50n
1672545600,2023-01-01 04:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,61.61,805,59.86,61.9,59.61,64.36,1018,,,94,3.44,120,,,,,,75,741,Fog,fog,50n
1672549200,2023-01-01 05:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.12,1207,61.97,63.64,60.96,66.99,1017,,,96,3.44,110,,,,,,100,701,Mist,mist,50n
1672552800,2023-01-01 06:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.63,3219,62.17,64.15,60.96,66.99,1017,,,95,1.01,180,1.01,,,,,100,701,Mist,mist,50n
1672556400,2023-01-01 07:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,62.4,10000,60.94,62.82,60.96,65.05,1017,,,95,1.01,5,,,,,,100,701,Mist,mist,50n
1672560000,2023-01-01 08:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.57,9656,61.52,64,60.96,66.31,1017,,,93,5.82,290,0,,,,,100,701,Mist,mist,50n
1672563600,2023-01-01 09:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,64.35,8047,62.89,64.94,62.8,66.31,1017,,,95,5.82,260,0,,,,,100,701,Mist,mist,50n
1672567200,2023-01-01 10:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,65.16,1609,63.99,65.88,62.96,66.16,1018,,,96,4.7,320,0,,,,,100,701,Mist,mist,50n
1672570800,2023-01-01 11:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.84,3219,62.67,64.44,62.65,64.99,1018,,,96,6.93,300,0,,,,,100,701,Mist,mist,50n
1672574400,2023-01-01 12:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.27,1207,61.81,63.75,61.97,64.36,1019,,,95,5.82,290,0,,,,,100,701,Mist,mist,50n
1672578000,2023-01-01 13:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.19,402,62.04,63.73,61.97,64.4,1020,,,96,5.75,340,,0.25,,,,100,741,Fog,fog,50d
1672578000,2023-01-01 13:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.19,402,62.04,63.73,61.97,64.4,1020,,,96,5.75,340,,0.25,,,,100,500,Rain,light rain,10d
1672581600,2023-01-01 14:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.19,604,62.04,63.73,61.97,64,1020,,,96,5.82,340,0,,,,,100,741,Fog,fog,50d
1672585200,2023-01-01 15:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.79,4828,62.62,64.38,62.65,64.99,1021,,,96,3.44,350,,,,,,100,701,Mist,mist,50d
1672588800,2023-01-01 16:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,65.59,805,64.42,66.36,64.33,66.2,1021,,,96,4.7,360,0,,,,,100,741,Fog,fog,50d
1672592400,2023-01-01 17:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.05,805,65.34,68.83,66.06,68.45,1021,,,91,4.61,200,,,,,,100,741,Fog,fog,50d
1672596000,2023-01-01 18:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,71.31,10000,66.9,72.19,67.05,72.05,1020,,,86,0,0,0,,,,,40,802,Clouds,scattered clouds,03d
1672599600,2023-01-01 19:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,71.02,10000,65.95,71.78,66.16,72,1019,,,84,5.82,200,0,,,,,0,800,Clear,sky is clear,01d
1672603200,2023-01-01 20:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,70.79,10000,65.03,71.42,68.05,72,1019,,,82,6.93,190,0,,,,,0,800,Clear,sky is clear,01d
1672606800,2023-01-01 21:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.9,9656,63.18,69.35,64.36,73.6,1019,,,82,6.93,150,0,,,,,40,721,Haze,haze,50d
1672610400,2023-01-01 22:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,64.9,805,62.83,65.46,62.35,66.2,1019,,,93,5.82,190,0,,,,,100,741,Fog,fog,50d
1672614000,2023-01-01 23:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,64.24,805,62.17,64.72,61.97,66.2,1019,,,93,3.44,210,,,,,,100,741,Fog,fog,50n
1672617600,2023-01-02 00:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,63.57,402,62.42,64.15,60.96,66.2,1020,,,96,3.44,140,,,,,,100,741,Fog,fog,50n
1672621200,2023-01-02 01:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,64.13,402,62.67,64.71,61.97,66.2,1020,,,95,4.7,130,0,,,,,100,741,Fog,fog,50n
1672624800,2023-01-02 02:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,64.17,402,63,64.8,61.41,66.99,1021,,,96,3.44,140,,,,,,100,741,Fog,fog,50n
1672628400,2023-01-02 03:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,65.08,201,63.91,65.8,62.71,66.99,1021,,,96,5.82,150,0,,,,,100,741,Fog,fog,50n
1672632000,2023-01-02 04:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,65.14,201,63.66,65.82,62.96,66.99,1021,,,95,3.44,100,,,,,,100,741,Fog,fog,50n
1672635600,2023-01-02 05:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,65.46,402,64.29,66.22,63.21,68,1021,,,96,4.7,130,0,,,,,100,741,Fog,fog,50n
1672639200,2023-01-02 06:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,65.71,402,64.54,66.51,63.21,68,1020,,,96,4.7,120,0,,,,,100,741,Fog,fog,50n
1672642800,2023-01-02 07:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,66.78,604,65.61,67.66,64.69,69.01,1020,,,96,5.82,110,0,,,,,100,741,Fog,fog,50n
1672646400,2023-01-02 08:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.15,604,65.98,68.09,64.96,69.01,1020,,,96,4.7,100,0,,,,,100,741,Fog,fog,50n
1672650000,2023-01-02 09:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.14,604,65.97,68.05,64.96,69.01,1020,,,96,8.05,140,0,,,,,100,741,Fog,fog,50n
1672653600,2023-01-02 10:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.07,604,66.88,69.1,66.96,69.91,1020,,,96,9.22,140,,,,,,100,741,Fog,fog,50n
1672657200,2023-01-02 11:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.55,604,66.67,68.56,65.97,69.01,1020,,,97,10.36,140,,,,,,100,741,Fog,fog,50n
1672660800,2023-01-02 12:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.07,402,66.58,69.04,66.96,69.76,1020,,,95,8.05,110,0,,,,,100,741,Fog,fog,50n
1672664400,2023-01-02 13:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.96,402,66.78,68.97,66.96,69.01,1021,,,96,8.05,110,0,,,,,100,741,Fog,fog,50d
1672668000,2023-01-02 14:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.42,402,66.54,68.43,65.97,68.65,1021,,,97,10.36,120,,0.25,,,,100,741,Fog,fog,50d
1672668000,2023-01-02 14:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.42,402,66.54,68.43,65.97,68.65,1021,,,97,10.36,120,,0.25,,,,100,500,Rain,light rain,10d
1672671600,2023-01-02 15:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.96,402,67.08,69.03,65.97,69.91,1021,,,97,11.5,120,,,,,,100,741,Fog,fog,50d
1672675200,2023-01-02 16:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.96,402,66.78,68.97,65.97,70.45,1022,,,96,13.87,140,0,,,,,100,741,Fog,fog,50d
1672678800,2023-01-02 17:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,69.4,805,67.91,70.5,66.96,71.6,1022,,,95,12.75,120,0,,,,,100,741,Fog,fog,50d
1672682400,2023-01-02 18:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,69.08,4828,67.28,70.11,65.97,71.1,1021,,,94,9.17,120,0,,,,,56,803,Clouds,broken clouds,04d
1672686000,2023-01-02 19:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.43,6437,66.94,69.44,67.96,69.01,1020,,,95,8.05,120,0,,,,,100,701,Mist,mist,50d
1672689600,2023-01-02 20:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,69.15,4023,67.05,70.14,67.96,71.1,1019,,,93,14.99,110,0,,,,,100,701,Mist,mist,50d
1672693200,2023-01-02 21:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.76,805,66.34,69.66,66.96,70.09,1019,,,92,14.99,140,0,,,,,100,741,Fog,fog,50d
1672696800,2023-01-02 22:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.47,402,65.73,69.3,65.97,70.05,1019,,,91,12.75,130,0,,,,,100,741,Fog,fog,50d
1672700400,2023-01-02 23:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.11,3219,66,68.99,64.96,70.02,1019,,,93,11.5,120,,,,,,100,701,Mist,mist,50n
1672704000,2023-01-03 00:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.23,805,66.43,69.17,65.97,70.02,1019,,,94,12.75,130,0,,,,,100,741,Fog,fog,50n
1672707600,2023-01-03 01:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.89,805,66.7,68.9,64.96,70.02,1019,,,96,12.75,140,0,,,,,100,741,Fog,fog,50n
1672711200,2023-01-03 02:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.25,805,66.76,69.24,65.97,70.02,1020,,,95,12.75,140,0,,,,,100,741,Fog,fog,50n
1672714800,2023-01-03 03:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.15,604,65.98,68.09,65.97,68.05,1020,,,96,11.5,140,,,,,,100,741,Fog,fog,50n
1672718400,2023-01-03 04:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,66.42,805,65.25,67.26,64.6,68.11,1020,,,96,10.36,110,,,,,,100,741,Fog,fog,50n
1672722000,2023-01-03 05:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,66.74,1006,65.57,67.62,64.96,68.05,1019,,,96,11.5,140,,,,,,100,701,Mist,mist,50n
1672725600,2023-01-03 06:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,66.25,805,65.37,67.14,63.97,68.29,1019,,,97,11.5,140,,,,,,100,701,Mist,mist,50n
1672729200,2023-01-03 07:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,66.61,805,65.73,67.53,64.6,68.29,1018,,,97,14.99,140,0,,,,,100,741,Fog,fog,50n
1672732800,2023-01-03 08:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.44,805,65.97,68.36,64.96,69.8,1018,,,95,12.75,140,0,,,,,100,741,Fog,fog,50n
1672736400,2023-01-03 09:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.59,10000,66.11,68.5,64.67,69.8,1018,,,95,12.75,140,0,,,,,100,500,Rain,light rain,10n
1672736400,2023-01-03 09:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.59,10000,66.11,68.5,64.67,69.8,1018,,,95,12.75,140,0,,,,,100,741,Fog,fog,50n
1672740000,2023-01-03 10:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.25,10000,66.76,69.24,65.97,70.02,1017,,,95,13.87,120,0,,,,,100,701,Mist,mist,50n
1672743600,2023-01-03 11:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.59,4828,66.7,68.61,65.97,70.41,1017,,,97,11.5,140,,,,,,100,701,Mist,mist,50n
1672747200,2023-01-03 12:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.68,6437,67.8,69.82,67.96,70.63,1017,,,97,8.05,120,0,,,,,100,701,Mist,mist,50n
1672750800,2023-01-03 13:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,69.24,10000,68.05,70.38,66.96,71.6,1018,,,96,12.66,130,21.85,,,,,75,501,Rain,moderate rain,10d
1672750800,2023-01-03 13:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,69.24,10000,68.05,70.38,66.96,71.6,1018,,,96,12.66,130,21.85,,,,,75,701,Mist,mist,50d
1672754400,2023-01-03 14:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,70.3,9656,68.81,71.49,67.96,72,1018,,,95,10.36,140,,,,,,100,701,Mist,mist,50d
1672758000,2023-01-03 15:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.46,10000,70.02,73.74,69.06,73.98,1018,,,92,11.5,140,,,,,,100,701,Mist,mist,50d
1672761600,2023-01-03 16:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,73.65,10000,70.86,75,71.87,75.25,1017,,,91,13.87,180,0,1.75,,,,100,501,Rain,moderate rain,10d
1672765200,2023-01-03 17:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,74.03,6437,70.92,75.36,70.97,75.47,1017,,,90,16.11,180,0,,,,,75,701,Mist,mist,50d
1672768800,2023-01-03 18:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,74.84,6437,70.72,76.12,72.97,77.61,1016,,,87,14.99,180,0,,,,,75,721,Haze,haze,50d
1672772400,2023-01-03 19:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,75.51,10000,70.68,76.75,72.97,77.04,1015,,,85,13.87,170,0,,,,,100,721,Haze,haze,50d
1672776000,2023-01-03 20:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,73.9,6437,70.45,75.18,71.96,75.16,1015,,,89,11.5,170,,5.03,,,,100,502,Rain,heavy intensity rain,10d
1672779600,2023-01-03 21:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,74.37,6437,71.56,75.79,71.96,75.85,1015,,,91,16.11,180,19.69,,,,,40,701,Mist,mist,50d
1672783200,2023-01-03 22:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,73.62,4828,71.47,75.06,70.97,75.81,1013,,,93,12.66,210,,,,,,100,701,Mist,mist,50d
1672786800,2023-01-03 23:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,73.08,4828,71.24,74.5,70.97,75.81,1014,,,94,11.5,210,,,,,,20,701,Mist,mist,50n
1672790400,2023-01-04 00:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.82,4828,71.31,74.26,70.97,74.01,1014,,,95,12.66,200,,,,,,40,701,Mist,mist,50n
1672794000,2023-01-04 01:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.97,4828,71.46,74.43,70.05,74.01,1014,,,95,9.22,190,,,,,,40,701,Mist,mist,50n
1672797600,2023-01-04 02:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,73.78,9656,71.62,75.22,71.06,75.2,1014,,,93,9.22,190,,,,,,100,721,Haze,haze,50n
1672801200,2023-01-04 03:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.1,4828,70.29,73.44,69.96,74.01,1015,,,94,9.22,210,,,,,,20,701,Mist,mist,50n
1672804800,2023-01-04 04:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.05,4828,69.91,73.33,69.96,74.01,1015,,,93,10.36,200,,,,,,75,701,Mist,mist,50n
1672808400,2023-01-04 05:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,71.62,4828,69.8,72.9,69.96,74.01,1014,,,94,10.36,210,,,,,,75,701,Mist,mist,50n
1672812000,2023-01-04 06:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,71.64,4828,70.43,73,69.96,72.99,1014,,,96,10.36,200,,,,,,75,701,Mist,mist,50n
1672815600,2023-01-04 07:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,71.78,4828,70.27,73.13,69.96,72.99,1013,,,95,11.5,210,,,,,,75,701,Mist,mist,50n
1672819200,2023-01-04 08:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.34,10000,70.83,73.74,70.05,73,1014,,,95,11.5,250,,0.59,,,,40,500,Rain,light rain,10n
1672822800,2023-01-04 09:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.45,10000,70.93,73.85,70.05,74.01,1013,,,95,12.75,210,0,0.89,,,,0,500,Rain,light rain,10n
1672826400,2023-01-04 10:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.34,10000,70.83,73.74,70.97,74.05,1012,,,95,12.75,210,0,4.14,,,,20,502,Rain,heavy intensity rain,10n
1672830000,2023-01-04 11:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,73.06,10000,70.92,74.43,71.06,75.2,1012,,,93,14.99,200,0,10.18,,,,100,502,Rain,heavy intensity rain,10n
1672833600,2023-01-04 12:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,71.42,1609,68.65,72.54,68.97,73.4,1014,,,91,21.92,260,28.86,11.68,,,,100,202,Thunderstorm,thunderstorm with heavy rain,11n
1672833600,2023-01-04 12:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,71.42,1609,68.65,72.54,68.97,73.4,1014,,,91,21.92,260,28.86,11.68,,,,100,502,Rain,heavy intensity rain,10n
1672837200,2023-01-04 13:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.6,10000,64.56,68.29,66.06,70.41,1015,,,90,10.36,250,,23.37,,,,75,503,Rain,very heavy rain,10d
1672840800,2023-01-04 14:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.71,10000,64.99,68.47,65.97,69.01,1015,,,91,8.05,250,0,0.42,,,,75,300,Drizzle,light intensity drizzle,09d
1672840800,2023-01-04 14:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.71,10000,64.99,68.47,65.97,69.01,1015,,,91,8.05,250,0,0.42,,,,75,500,Rain,light rain,10d
1672844400,2023-01-04 15:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.68,10000,66.27,69.58,67.05,69.01,1015,,,92,9.22,300,,0.15,,,,40,500,Rain,light rain,10d
1672848000,2023-01-04 16:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.63,10000,62.22,68.95,67.91,70.05,1016,,,80,10.36,350,,,,,,0,800,Clear,sky is clear,01d
1672851600,2023-01-04 17:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.39,10000,59.97,72.39,70.97,73.45,1016,,,65,13.87,360,0,,,,,0,800,Clear,sky is clear,01d
1672855200,2023-01-04 18:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,74.19,10000,57,73.9,71.96,75.25,1015,,,55,12.75,310,0,,,,,0,800,Clear,sky is clear,01d
1672858800,2023-01-04 19:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,74.19,10000,57.99,73.99,72,76.55,1015,,,57,8.05,280,0,,,,,0,800,Clear,sky is clear,01d
1672862400,2023-01-04 20:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.97,10000,60.08,72.97,70.97,75.2,1015,,,64,11.5,270,,,,,,0,800,Clear,sky is clear,01d
1672866000,2023-01-04 21:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,72.46,10000,60.04,72.46,69.76,76.75,1016,,,65,12.75,270,0,,,,,0,800,Clear,sky is clear,01d
1672869600,2023-01-04 22:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,70.66,10000,61.2,70.81,67.96,73.4,1016,,,72,12.75,270,0,,,,,0,800,Clear,sky is clear,01d
1672873200,2023-01-04 23:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.55,10000,61.52,67.82,66.25,70.41,1016,,,81,8.05,250,0,,,,,0,800,Clear,sky is clear,01n
1672876800,2023-01-05 00:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,65.95,10000,60.98,66.18,63.97,67.98,1017,,,84,8.05,280,0,,,,,0,800,Clear,sky is clear,01n
1672880400,2023-01-05 01:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,65.03,10000,61.07,65.32,61.97,66.97,1018,,,87,6.93,240,0,,,,,0,800,Clear,sky is clear,01n
1672884000,2023-01-05 02:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,65.1,10000,60.82,65.35,61.97,66.96,1018,,,86,5.82,240,0,,,,,0,800,Clear,sky is clear,01n
1672887600,2023-01-05 03:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,64.44,10000,60.48,64.67,60.96,66.96,1019,,,87,5.82,270,0,,,,,0,800,Clear,sky is clear,01n
1672891200,2023-01-05 04:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,62.51,10000,59.54,62.69,57.81,64.99,1019,,,90,3.44,330,,,,,,0,800,Clear,sky is clear,01n
1672894800,2023-01-05 05:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,61.09,10000,58.44,61.18,56.75,63.99,1019,,,91,6.93,290,0,,,,,0,800,Clear,sky is clear,01n
1672898400,2023-01-05 06:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,61.63,10000,58.68,61.72,58.37,64.36,1019,,,90,8.05,300,0,,,,,75,803,Clouds,broken clouds,04n
1672902000,2023-01-05 07:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,61.93,10000,58.35,61.97,57.81,63.97,1019,,,88,8.01,292,,,,,,0,800,Clear,sky is clear,01n
1672905600,2023-01-05 08:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,61.38,10000,57.47,61.3,56.77,63,1019,,,87,6.93,300,0,,,,,0,800,Clear,sky is clear,01n
1672909200,2023-01-05 09:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,61.38,10000,57.16,61.25,56.01,63,1020,,,86,5.99,300,,,,,,0,800,Clear,sky is clear,01n
1672912800,2023-01-05 10:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,59.36,10000,55.81,59.13,54.79,61.97,1020,,,88,4.7,270,0,,,,,0,800,Clear,sky is clear,01n
1672916400,2023-01-05 11:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,59.61,10000,55.42,59.32,55.87,61.97,1021,,,86,6.93,290,0,,,,,0,800,Clear,sky is clear,01n
1672920000,2023-01-05 12:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,59.61,10000,55.74,59.36,55.69,60.96,1021,,,87,6.93,310,0,,,,,20,801,Clouds,few clouds,02n
1672923600,2023-01-05 13:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,57.87,10000,54.03,57.43,52.97,59.05,1022,,,87,10,297,,,,,,0,800,Clear,sky is clear,01d
1672927200,2023-01-05 14:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,56.03,10000,51.28,55.27,53.8,58.05,1023,,,84,8.05,340,0,,,,,0,800,Clear,sky is clear,01d
1672930800,2023-01-05 15:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,58.82,10000,50.2,57.83,56.95,60.98,1023,,,73,11.5,350,,,,,,0,800,Clear,sky is clear,01d
1672934400,2023-01-05 16:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,62.83,10000,48.76,61.65,60.96,64.36,1024,,,60,9.22,350,,,,,,0,800,Clear,sky is clear,01d
1672938000,2023-01-05 17:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,66.33,10000,43.2,64.69,63.97,67.96,1023,,,43,18.41,300,,,,,,0,800,Clear,sky is clear,01d
1672941600,2023-01-05 18:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.89,10000,41.38,66.16,65.97,68.99,1023,,,38,16.11,320,21.92,,,,,0,800,Clear,sky is clear,01d
1672945200,2023-01-05 19:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.67,10000,39.96,66.88,66.96,69.96,1022,,,35,14.99,320,20.8,,,,,0,800,Clear,sky is clear,01d
1672948800,2023-01-05 20:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.79,10000,40.78,67.06,67.96,70.41,1022,,,36,14.99,310,0,,,,,0,800,Clear,sky is clear,01d
1672952400,2023-01-05 21:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,68.83,10000,39.34,67.01,66.96,70,1022,,,34,11.5,310,21.85,,,,,0,800,Clear,sky is clear,01d
1672956000,2023-01-05 22:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,67.73,10000,39.85,65.89,65.97,69.76,1021,,,36,11.99,309,,,,,,0,800,Clear,sky is clear,01d
1672959600,2023-01-05 23:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,64.36,10000,39.56,62.38,61.97,67.96,1022,,,40,9.22,300,,,,,,0,800,Clear,sky is clear,01n
1672963200,2023-01-06 00:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,60.94,10000,40.05,58.89,55.96,63.99,1023,,,46,5.82,310,0,,,,,0,800,Clear,sky is clear,01n
1672966800,2023-01-06 01:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,58.77,10000,41.2,56.79,53.8,62.1,1023,,,52,5.82,280,0,,,,,0,800,Clear,sky is clear,01n
1672970400,2023-01-06 02:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,55.31,10000,42.12,53.4,50.97,59.97,1024,,,61,5.82,300,0,,,,,0,800,Clear,sky is clear,01n
1672974000,2023-01-06 03:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,54.3,10000,41.58,52.34,48.96,57.2,1024,,,62,6.93,300,0,,,,,0,800,Clear,sky is clear,01n
1672977600,2023-01-06 04:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,55.04,10000,42.69,53.2,49.37,57.97,1025,,,63,8.05,300,0,,,,,0,800,Clear,sky is clear,01n
1672981200,2023-01-06 05:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,53.02,10000,42.37,51.17,47.41,56.98,1025,,,67,8.05,300,0,,,,,0,800,Clear,sky is clear,01n
1672984800,2023-01-06 06:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,49.98,10000,40.96,47.75,44.51,53.96,1024,,,71,5.82,300,0,,,,,0,800,Clear,sky is clear,01n
1672988400,2023-01-06 07:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,49.98,10000,40.96,47.19,43,52.02,1024,,,71,6.93,300,0,,,,,0,800,Clear,sky is clear,01n
1672992000,2023-01-06 08:00:00 +0000 UTC,-21600,Destin,30.393534,-86.495783,49.14,10000,40.51,47.39,42.01,53.6,1024,,,72,4.7,310,0,,,,,0,800,Clear,sky is clear,01n
